id,pert_id,pert_iname,cell_iname,pert_type,pert_idose,pert_itime,nsample,ss_ngene,cc_q75,tas,qc_pass,is_hiq,is_ncs_sig,is_exemplar_sig,is_null_sig,moa,target_name,raw_cs,fdr_q_nlog10,norm_cs
LJP007_HEK293_24H:B04,BRD-K21680192,mitoxantrone,HEK293,trt_cp,10 uM,24 h,2,710,0.8293,0.775918,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.6446,3.1281,-1.278
CPC013_HCC515_6H:BRD-K56334280-001-01-0:10,BRD-K56334280,amonafide,HCC515,trt_cp,10 uM,6 h,2,107,0.38,0.203899,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.6427,3.0818,-1.2743
MOAR003_A375_24H:I23,BRD-K47869605,BRD-K47869605,A375,trt_cp,3.33 uM,24 h,3,518,0.79,0.646858,1,1,1,1,0,Tubulin inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,-0.6424,3.0769,-1.2736
REP.A026_YAPC_24H:L24,BRD-K92093830,doxorubicin,YAPC,trt_cp,0.04 uM,24 h,2,221,0.3997,0.300534,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6368,2.9435,-1.2625
REP.A026_HUVEC.A_24H:L19,BRD-K92093830,doxorubicin,HUVEC,trt_cp,10 uM,24 h,2,678,0.7397,0.716099,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6339,2.8755,-1.2568
REP.A023_JURKAT_24H:D10,BRD-K68346641,amsacrine,JURKAT,trt_cp,0.37 uM,24 h,3,246,0.3757,0.307411,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|KCNH2,-0.6338,2.8745,-1.2565
REP.A004_YAPC_24H:P09,BRD-A26423207,sparfloxacin,YAPC,trt_cp,1.11 uM,24 h,3,185,0.3084,0.241531,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.6337,2.8742,-1.2564
REP.A012_JURKAT_24H:C01,BRD-K00494077,trovafloxacin,JURKAT,trt_cp,10 uM,24 h,3,336,0.4747,0.40384,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.6312,2.8611,-1.2515
CPD003_MCF7_6H:BRD-K07612980-001-01-2:10,BRD-K07612980,sparfloxacin,MCF7,trt_cp,10 uM,6 h,2,164,0.25,0.204749,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.6304,2.8527,-1.2498
LJP008_NPC.TAK_24H:B04,BRD-K21680192,mitoxantrone,NPC,trt_cp,10 uM,24 h,2,739,0.7766,0.76604,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.6284,2.7997,-1.2459
CPC013_HT29_6H:A19,BRD-K56334280,amonafide,HT29,trt_cp,10 uM,6 h,5,364,0.4044,0.38796,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.6272,2.7664,-1.2435
CPC011_MCF7_24H:BRD-K69650333-003-11-6:10,BRD-K69650333,idarubicin,MCF7,trt_cp,10 uM,24 h,2,490,0.63,0.561822,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6251,2.734,-1.2394
CPC014_HCC515_6H:BRD-K85985071-001-20-7:10,BRD-K85985071,ellipticine,HCC515,trt_cp,10 uM,6 h,3,250,0.36,0.303355,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.6233,2.7034,-1.2358
REP.A023_THP1_24H:D08,BRD-K68346641,amsacrine,THP1,trt_cp,3.33 uM,24 h,2,619,0.6613,0.646957,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|KCNH2,-0.6227,2.6931,-1.2347
CPC006_THP1_6H:F17,BRD-A35588707,teniposide,THP1,trt_cp,1.25 uM,6 h,2,398,0.5828,0.487003,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|CYP3A5|TOP2B,-0.6219,2.6764,-1.2331
REP.A015_PC3_24H:C13,BRD-K56334280,amonafide,PC3,trt_cp,10 uM,24 h,3,325,0.544,0.425179,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.6212,2.6557,-1.2317
EMU001_HBL1_24H:F10,BRD-A52530684,doxorubicin,HBL1,trt_cp,0.125 uM,24 h,3,362,0.7322,0.520595,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6205,2.6383,-1.2302
EMU001_BJAB_6H:F07,BRD-A52530684,doxorubicin,BJAB,trt_cp,10 uM,6 h,3,709,0.7726,0.748395,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6154,2.6002,-1.2201
REP.B008_HEK293_24H:A08,BRD-A68009927,daunorubicin,HEK293,trt_cp,0.74 uM,24 h,2,503,0.6964,0.598472,1,1,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.6115,2.5218,-1.2124
REP.B020_HEK293_24H:N06,BRD-K47869605,BRD-K47869605,HEK293,trt_cp,0.01 uM,24 h,2,191,0.3976,0.278657,0,0,1,1,0,Tubulin inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,-0.6112,2.5156,-1.2118
CPC006_U937_6H:BRD-A35588707-001-03-0:1.25,BRD-A35588707,teniposide,U937,trt_cp,1.25 uM,6 h,2,433,0.76,0.580071,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|CYP3A5|TOP2B,-0.6111,2.5121,-1.2116
REP.A004_PC3_24H:P11,BRD-A26423207,sparfloxacin,PC3,trt_cp,0.125 uM,24 h,3,150,0.3249,0.223229,1,1,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.6099,2.47,-1.2092
CPC006_U937_6H:BRD-A71390734-001-01-7:0.08,BRD-A71390734,idarubicin,U937,trt_cp,0.08 uM,6 h,2,280,0.28,0.283132,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.6078,2.4317,-1.2052
CPC014_ASC_24H:BRD-K07265709-003-01-5:10,BRD-K07265709,razoxane,ASC,trt_cp,10 uM,24 h,3,175,0.33,0.243,1,1,1,1,0,Chelating agent|Topoisomerase inhibitor,TOP2A|TOP2B,-0.6031,2.3317,-1.1957
REP.B005_YAPC_24H:G22,BRD-K09426783,TAS-103,YAPC,trt_cp,0.08 uM,24 h,2,164,0.3099,0.227962,0,0,1,1,0,Topoisomerase inhibitor,TOP1|TOP2A,-0.6022,2.3238,-1.1939
CPC013_HA1E_6H:BRD-K56334280-001-01-0:10,BRD-K56334280,amonafide,HA1E,trt_cp,10 uM,6 h,3,149,0.38,0.240611,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.598,2.2065,-1.1856
REP.B022_HELA_24H:O13,BRD-K82135108,elesclomol,HELA,trt_cp,2.22 uM,24 h,2,93,0.4192,0.199656,1,1,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.5973,2.1978,-1.1843
CPC014_HA1E_6H:BRD-K85985071-001-20-7:10,BRD-K85985071,ellipticine,HA1E,trt_cp,10 uM,6 h,3,246,0.45,0.336437,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.5942,2.1851,-1.1781
CPC011_PC3_24H:BRD-K55034111-066-12-2:10,BRD-K55034111,pefloxacin,PC3,trt_cp,10 uM,24 h,4,333,0.08,0.165043,1,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.5937,2.1834,-1.1771
REP.A023_HELA_24H:O15,BRD-K72951360,valrubicin,HELA,trt_cp,1.11 uM,24 h,3,145,0.3554,0.229548,1,1,1,1,0,DNA inhibitor|Topoisomerase inhibitor,TOP2A,-0.5935,2.1819,-1.1767
ERG005_VCAP_6H:BRD-K21680192-300-08-6:5,BRD-K21680192,mitoxantrone,VCAP,trt_cp,4 uM,6 h,3,704,0.87,0.791364,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.5909,2.1386,-1.1716
REP.A022_A549_24H:O13,BRD-K82135108,elesclomol,A549,trt_cp,10 uM,24 h,3,198,0.3129,0.25169,1,1,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.5886,2.1311,-1.167
REP.B007_YAPC_24H:D01,BRD-K43797669,genistein,YAPC,trt_cp,2.22 uM,24 h,2,509,0.7222,0.613081,1,1,1,1,0,Tyrosine kinase inhibitor,CFTR|ESR2|EGFR|ESR1|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5,-0.5863,2.1032,-1.1625
EMU001_TMD8_6H:F07,BRD-A52530684,doxorubicin,TMD8,trt_cp,10 uM,6 h,3,660,0.7636,0.717853,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.5856,2.0963,-1.1611
CPC016_SKB_24H:BRD-A35588707-001-03-0:10,BRD-A35588707,teniposide,SKB,trt_cp,10 uM,24 h,3,344,0.6,0.459394,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|CYP3A5|TOP2B,-0.5826,2.0295,-1.1551
REP.B026_HELA_24H:L22,BRD-K92093830,doxorubicin,HELA,trt_cp,0.08 uM,24 h,2,150,0.3175,0.220672,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.5826,2.0296,-1.1551
REP.B020_MCF7_24H:N03,BRD-K47869605,BRD-K47869605,MCF7,trt_cp,0.25 uM,24 h,2,482,0.7931,0.625199,1,1,1,1,0,Tubulin inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,-0.5797,1.9787,-1.1493
PCLB003_A549_24H:BRD-K43797669-001-21-3:10,BRD-K43797669,genistein,A549,trt_cp,10 uM,24 h,3,172,0.25,0.209684,1,1,1,1,0,Tyrosine kinase inhibitor,CFTR|ESR2|EGFR|ESR1|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5,-0.5791,1.9697,-1.1483
REP.B022_HA1E_24H:O17,BRD-K82135108,elesclomol,HA1E,trt_cp,0.03 uM,24 h,2,166,0.3218,0.23371,1,1,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.5775,1.9622,-1.1451
REP.A023_HEK293_24H:O14,BRD-K72951360,valrubicin,HEK293,trt_cp,3.33 uM,24 h,3,489,0.7358,0.606548,1,1,1,1,0,DNA inhibitor|Topoisomerase inhibitor,TOP2A,-0.5769,1.9582,-1.1438
REP.B020_A549_24H:N02,BRD-K47869605,BRD-K47869605,A549,trt_cp,0.74 uM,24 h,2,356,0.5656,0.453743,0,0,1,1,0,Tubulin inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,-0.5744,1.9364,-1.1388
REP.A012_MDAMB231_24H:C05,BRD-K00494077,trovafloxacin,MDAMB231,trt_cp,0.125 uM,24 h,2,83,0.0368,0.0558848,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.5736,1.9316,-1.1373
CPC006_SW480_6H:BRD-K82135108-001-01-9:10,BRD-K82135108,elesclomol,SW480,trt_cp,10 uM,6 h,2,149,0.27,0.202818,0,0,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.5681,1.8922,-1.1263
CPC014_PC3_24H:BRD-K83794624-001-01-7:10,BRD-K83794624,pirarubicin,PC3,trt_cp,10 uM,24 h,5,616,0.67,0.649618,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.5624,1.8371,-1.1151
REP.B011_HUVEC.A_24H:C14,BRD-K04804440,ciprofloxacin,HUVEC,trt_cp,0.74 uM,24 h,2,60,0.0641,0.0627098,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.562,1.835,-1.1142
REP.B007_A375_24H:D01,BRD-K43797669,genistein,A375,trt_cp,2.22 uM,24 h,2,111,0.2813,0.17868,1,1,1,1,0,Tyrosine kinase inhibitor,CFTR|ESR2|EGFR|ESR1|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5,-0.5618,1.834,-1.114
LJP005_HS578T_3H:C24,BRD-K21680192,mitoxantrone,HS578T,trt_cp,0.04 uM,3 h,2,76,0.2741,0.145946,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.5601,1.8057,-1.1105
AICHI002_TMD8_24H:K11,BRD-K21680192,mitoxantrone,TMD8,trt_cp,0.04 uM,24 h,3,373,0.63,0.49018,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.5593,1.7993,-1.109
REP.A022_MDAMB231_24H:O14,BRD-K82135108,elesclomol,MDAMB231,trt_cp,3.33 uM,24 h,3,168,0.0539,0.0962232,0,0,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.5584,1.7675,-1.1071
RAD001_A549_6H:BRD-K32107296-001-04-5:0.0137,BRD-K32107296,temozolomide,A549,trt_cp,0.01 uM,6 h,3,167,0.29,0.22253,0,0,1,1,0,DNA alkylating agent,TOP2A|MGMT,-0.5567,1.7551,-1.1037
REP.B009_HT29_24H:K02,BRD-K32107296,temozolomide,HT29,trt_cp,0.74 uM,24 h,2,150,0.5229,0.283195,0,0,1,1,0,DNA alkylating agent,TOP2A|MGMT,-0.5563,1.7472,-1.103
REP.B024_A549_24H:L19,BRD-K78113049,enoxacin,A549,trt_cp,2.22 uM,24 h,2,115,0.2689,0.177818,1,1,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.5515,1.6956,-1.0935
REP.B008_HT29_24H:A10,BRD-A68009927,daunorubicin,HT29,trt_cp,0.08 uM,24 h,2,179,0.4023,0.271351,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.5466,1.6522,-1.0838
LJP006_HME1_3H:C22,BRD-K21680192,mitoxantrone,HME1,trt_cp,0.37 uM,3 h,3,208,0.52,0.332555,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.5464,1.647,-1.0833
PBIOA013_HT29_24H:O07,BRD-K37798499,etoposide,HT29,trt_cp,10 uM,24 h,3,262,0.31,0.288179,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B|CYP2E1|CYP3A5,-0.544,1.6072,-1.0786
REP.B024_THP1_24H:L22,BRD-K78113049,enoxacin,THP1,trt_cp,0.08 uM,24 h,2,105,0.1482,0.126139,1,1,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.5387,1.5339,-1.0681
CPD001_MCF7_6H:P17,BRD-A75850590,lomefloxacin,MCF7,trt_cp,10 uM,6 h,3,177,0.2071,0.193601,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.5385,1.5333,-1.0678
RAD001_HCC515_6H:BRD-K32107296-001-04-5:0.0015,BRD-K32107296,temozolomide,HCC515,trt_cp,0.002 uM,6 h,3,129,0.18,0.154085,0,0,1,1,0,DNA alkylating agent,TOP2A|MGMT,-0.5384,1.5281,-1.0674
LPROT005_MCF10A_6H:BRD-K37798499:0.316,BRD-K37798499,etoposide,MCF10A,trt_cp,0.3 uM,6 h,3,86,0.24,0.145273,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B|CYP2E1|CYP3A5,-0.5359,1.5095,-1.0626
LJP005_MCF7_3H:C19,BRD-K21680192,mitoxantrone,MCF7,trt_cp,10 uM,3 h,2,184,0.4539,0.292226,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.5343,1.503,-1.0593
LJP005_SKBR3_3H:C22,BRD-K21680192,mitoxantrone,SKBR3,trt_cp,0.37 uM,3 h,2,148,0.3467,0.229054,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.534,1.5022,-1.0588
LJP009_HUVEC_24H:B04,BRD-K21680192,mitoxantrone,HUVEC,trt_cp,10 uM,24 h,3,748,0.751,0.757882,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.5327,1.4846,-1.0562
CPC014_PC3_6H:BRD-K85985071-001-20-7:10,BRD-K85985071,ellipticine,PC3,trt_cp,10 uM,6 h,4,319,0.57,0.431185,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B,-0.529,1.4498,-1.0489
NMH002_NEU_6H:BRD-K32107296-001-11-0:10,BRD-K32107296,temozolomide,NEU,trt_cp,10 uM,6 h,3,299,0.45,0.370913,0,0,1,1,0,DNA alkylating agent,TOP2A|MGMT,-0.527,1.4425,-1.0449
LJP005_MDAMB231_24H:C24,BRD-K21680192,mitoxantrone,MDAMB231,trt_cp,0.04 uM,24 h,2,256,0.5008,0.362062,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.5248,1.4115,-1.0405
CPC014_SKB_24H:BRD-K07265709-003-01-5:10,BRD-K07265709,razoxane,SKB,trt_cp,10 uM,24 h,4,62,0.16,0.100713,0,0,1,1,0,Chelating agent|Topoisomerase inhibitor,TOP2A|TOP2B,-0.5241,1.407,-1.0392
CPC006_HEPG2_6H:BRD-K82135108-001-01-9:10,BRD-K82135108,elesclomol,HEPG2,trt_cp,10 uM,6 h,3,177,0.04,0.0850839,1,0,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.522,1.3965,-1.035
CPC014_VCAP_6H:BRD-K66615216-001-01-9:10,BRD-K66615216,moxifloxacin,VCAP,trt_cp,10 uM,6 h,5,311,0.33,0.323942,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.5133,1.3199,-1.0178
REP.A024_MCF10A_24H:L19,BRD-K78113049,enoxacin,MCF10A,trt_cp,10 uM,24 h,3,135,0.3951,0.233534,1,1,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.5069,1.2566,-1.0051
PCLB003_HCC515_24H:BRD-A52530684-003-01-7:0.12,BRD-A52530684,doxorubicin,HCC515,trt_cp,0.12 uM,24 h,3,410,0.59,0.497334,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.5055,1.2468,-1.0023
DOS009_VCAP_24H:BRD-K43797669:10,BRD-K43797669,genistein,VCAP,trt_cp,10 uM,24 h,3,113,0.29,0.18305,1,1,1,1,0,Tyrosine kinase inhibitor,CFTR|ESR2|EGFR|ESR1|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5,-0.5039,1.2407,-0.9991
CPD003_MCF7_6H:BRD-K78113049-001-10-5:10,BRD-K78113049,enoxacin,MCF7,trt_cp,10 uM,6 h,2,169,0.26,0.211963,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.5029,1.2305,-0.9971
CPC006_SW480_6H:BRD-A35588707-001-03-0:1.25,BRD-A35588707,teniposide,SW480,trt_cp,1.25 uM,6 h,2,175,0.1,0.133767,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|CYP3A5|TOP2B,-0.5017,1.2249,-0.9947
REP.A026_HEK293_24H:L22,BRD-K92093830,doxorubicin,HEK293,trt_cp,0.37 uM,24 h,2,428,0.2794,0.349676,0,0,1,1,0,Topoisomerase inhibitor,TOP2A,-0.5001,1.2173,-0.9916
CPC014_HEPG2_6H:BRD-K66615216-001-01-9:10,BRD-K66615216,moxifloxacin,HEPG2,trt_cp,10 uM,6 h,3,78,0.15,0.109376,1,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.4958,1.178,-0.9829
REP.A018_YAPC_24H:N13,BRD-K66615216,moxifloxacin,YAPC,trt_cp,10 uM,24 h,3,100,0.2106,0.146744,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.493,1.1565,-0.9775
REP.A012_MCF7_24H:C01,BRD-K00494077,trovafloxacin,MCF7,trt_cp,10 uM,24 h,3,285,0.4583,0.36545,1,1,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.4892,1.1239,-0.97
REP.B004_PC3_24H:N04,BRD-A24228527,ofloxacin,PC3,trt_cp,0.08 uM,24 h,3,70,0.234,0.129416,1,1,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.4885,1.1186,-0.9685
LIVB002_HUH7_72H:F03,BRD-K11196887,norfloxacin,HUH7,trt_cp,10 uM,72 h,2,579,0.28,0.407145,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.4884,1.1185,-0.9684
REP.B018_MDAMB231_24H:N16,BRD-K66615216,moxifloxacin,MDAMB231,trt_cp,0.08 uM,24 h,2,98,0.0658,0.0812001,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.4879,1.115,-0.9674
PBIOA013_HEPG2_24H:O08,BRD-K37798499,etoposide,HEPG2,trt_cp,3.33 uM,24 h,3,361,0.6,0.470609,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B|CYP2E1|CYP3A5,-0.487,1.1095,-0.9656
REP.A024_HA1E_24H:L24,BRD-K78113049,enoxacin,HA1E,trt_cp,0.04 uM,24 h,3,171,0.3334,0.241441,1,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.4854,1.0954,-0.9625
REP.B018_JURKAT_24H:N18,BRD-K66615216,moxifloxacin,JURKAT,trt_cp,0.01 uM,24 h,2,114,0.1107,0.113594,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.4824,1.0693,-0.9564
CPC006_U937_6H:BRD-K32107296-001-03-7:10,BRD-K32107296,temozolomide,U937,trt_cp,10 uM,6 h,2,77,0.06,0.0687308,1,0,1,1,0,DNA alkylating agent,TOP2A|MGMT,-0.4785,1.0353,-0.9488
REP.A020_PC3_24H:N02,BRD-K47869605,BRD-K47869605,PC3,trt_cp,3.33 uM,24 h,3,452,0.652,0.548938,1,1,1,1,0,Tubulin inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,-0.4784,1.0336,-0.9485
CPC011_A375_6H:BRD-K69650333-003-11-6:10,BRD-K69650333,idarubicin,A375,trt_cp,10 uM,6 h,3,489,0.54,0.519615,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.4776,1.0273,-0.9469
EMU001_OCILY3_24H:F10,BRD-A52530684,doxorubicin,OCILY3,trt_cp,0.125 uM,24 h,3,390,0.6681,0.516159,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.4764,1.0156,-0.9446
REP.B022_PC3_24H:O18,BRD-K82135108,elesclomol,PC3,trt_cp,0.01 uM,24 h,2,94,0.3014,0.170203,1,1,1,1,0,Oxidizing agent,TOP2A|HSPA1A,-0.4708,0.9771,-0.9334
REP.B005_A375_24H:O08,BRD-K11196887,norfloxacin,A375,trt_cp,0.74 uM,24 h,3,69,0.1676,0.108741,1,1,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.4703,0.9735,-0.9325
REP.A011_HEK293_24H:C17,BRD-K04804440,ciprofloxacin,HEK293,trt_cp,0.125 uM,24 h,2,142,0.1462,0.145696,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.4677,0.9527,-0.9274
ASG003_A549_24H:E01,BRD-K66615216,moxifloxacin,A549,trt_cp,10 uM,24 h,5,199,0.3888,0.281268,1,1,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.4636,0.9244,-0.9191
CPC006_NCIH596_6H:BRD-K32107296-001-03-7:10,BRD-K32107296,temozolomide,NCIH596,trt_cp,10 uM,6 h,2,147,0.09,0.116308,0,0,1,1,0,DNA alkylating agent,TOP2A|MGMT,-0.4633,0.9237,-0.9187
CPC014_ASC_24H:BRD-K66615216-001-01-9:10,BRD-K66615216,moxifloxacin,ASC,trt_cp,10 uM,24 h,3,145,0.22,0.180603,1,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.4591,0.8912,-0.9102
REP.B011_HT29_24H:C15,BRD-K04804440,ciprofloxacin,HT29,trt_cp,0.25 uM,24 h,2,67,0.0376,0.050753,1,1,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.4546,0.8616,-0.9013
EMU001_MINO_24H:C23,BRD-K21680192,mitoxantrone,MINO,trt_cp,0.04 uM,24 h,3,237,0.4926,0.345503,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.4519,0.8481,-0.896
CPC006_HT29_24H:BRD-A35588707-001-03-0:1.25,BRD-A35588707,teniposide,HT29,trt_cp,1.25 uM,24 h,4,266,0.51,0.37244,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|CYP3A5|TOP2B,-0.4516,0.8472,-0.8954
REP.B012_HUVEC.A_24H:C01,BRD-K00494077,trovafloxacin,HUVEC,trt_cp,2.22 uM,24 h,2,162,0.0968,0.126627,0,0,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.4512,0.8451,-0.8946
REP.A020_MDAMB231_24H:N01,BRD-K47869605,BRD-K47869605,MDAMB231,trt_cp,10 uM,24 h,2,338,0.5774,0.446712,1,1,1,1,0,Tubulin inhibitor,IGF1R|TOP2A|TUBA4A|TUBB,-0.447,0.8259,-0.8863
REP.B004_HELA_24H:N01,BRD-A24228527,ofloxacin,HELA,trt_cp,2.22 uM,24 h,3,133,0.2159,0.171349,1,1,1,1,0,Bacterial DNA inhibitor,TOP2A,-0.4436,0.8023,-0.8795
CRCGN015_HEPG2_48H:BRD-K68346641:97.1457,BRD-K68346641,amsacrine,HEPG2,trt_cp,100 uM,48 h,3,774,0.82,0.805579,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|KCNH2,-0.4427,0.7962,-0.8778
REP.B008_JURKAT_24H:A07,BRD-A68009927,daunorubicin,JURKAT,trt_cp,2.22 uM,24 h,2,795,0.777,0.794739,0,0,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.441,0.7864,-0.8744
LJP005_HT29_24H:C23,BRD-K21680192,mitoxantrone,HT29,trt_cp,0.12 uM,24 h,3,192,0.52,0.319509,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.4398,0.778,-0.8719
REP.B004_A549_24H:P08,BRD-A26423207,sparfloxacin,A549,trt_cp,0.74 uM,24 h,2,126,0.226,0.170636,0,0,1,1,0,Bacterial DNA Gyrase inhibitor,TOP2A,-0.4317,0.735,-0.8559
LRS001_PHH.MGH_24H:H16,BRD-A35588707,teniposide,PHH,trt_cp,10 uM,24 h,3,127,0.39,0.225043,0,0,1,1,0,Topoisomerase inhibitor,TOP2A|CYP3A5|TOP2B,-0.4306,0.7294,-0.8538
REP.B008_THP1_24H:A10,BRD-A68009927,daunorubicin,THP1,trt_cp,0.08 uM,24 h,2,165,0.5017,0.290934,1,1,1,1,0,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A|TOP2B,-0.4279,0.714,-0.8484
LJP005_BT20_3H:C20,BRD-K21680192,mitoxantrone,BT20,trt_cp,3.33 uM,3 h,3,194,0.4935,0.312878,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|PIM1,-0.4253,0.698,-0.8433
EMU001_NALM6_24H:F12,BRD-A52530684,doxorubicin,NALM6,trt_cp,0.01 uM,24 h,3,129,0.3577,0.217213,1,1,1,1,0,Topoisomerase inhibitor,TOP2A,-0.425,0.6947,-0.8427
REP.A007_HA1E_24H:D01,BRD-K43797669,genistein,HA1E,trt_cp,10 uM,24 h,3,291,0.5581,0.407505,1,1,1,1,0,Tyrosine kinase inhibitor,CFTR|ESR2|EGFR|ESR1|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5,-0.4247,0.6919,-0.842
ASG003_U2OS_24H:I10,BRD-K32107296,temozolomide,U2OS,trt_cp,10 uM,24 h,4,64,0.1062,0.0833648,1,0,1,1,0,DNA alkylating agent,TOP2A|MGMT,-0.4245,0.6908,-0.8416
REP.B011_HT29_24H:P23,BRD-A33280134,etoposide,HT29,trt_cp,0.03 uM,24 h,2,82,0.1838,0.12414,1,1,1,1,0,Topoisomerase inhibitor,TOP2A|TOP2B|CYP2E1|CYP3A5,-0.4242,0.6885,-0.841
