"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046605","BP","GO:0046605","regulation of centrosome cycle","1/117","52/18800",0.277523746707479,0.503370657821151,0.427402399648023,"PLK4",1
"GO:0065002","BP","GO:0065002","intracellular protein transmembrane transport","1/117","52/18800",0.277523746707479,0.503370657821151,0.427402399648023,"TRAM2",1
"GO:0086009","BP","GO:0086009","membrane repolarization","1/117","52/18800",0.277523746707479,0.503370657821151,0.427402399648023,"CAV1",1
"GO:2000677","BP","GO:2000677","regulation of transcription regulatory region DNA binding","1/117","52/18800",0.277523746707479,0.503370657821151,0.427402399648023,"IGF1",1
"GO:0042060","BP","GO:0042060","wound healing","4/117","429/18800",0.278171646308899,0.504049213439649,0.427978548247737,"CAV1/IGF1/SDC1/XBP1",4
"GO:0002700","BP","GO:0002700","regulation of production of molecular mediator of immune response","2/117","167/18800",0.278794513777925,0.504681120811367,0.428515088713159,"MZB1/XBP1",2
"GO:0072594","BP","GO:0072594","establishment of protein localization to organelle","4/117","431/18800",0.280942909872512,0.508070625810701,0.431393052590921,"CDK1/HERPUD1/SPCS2/TRAM2",4
"GO:0043620","BP","GO:0043620","regulation of DNA-templated transcription in response to stress","1/117","53/18800",0.282032479459518,0.50954052471538,0.432641115642151,"CHEK1",1
"GO:0048639","BP","GO:0048639","positive regulation of developmental growth","2/117","169/18800",0.283404455133336,0.511517256765169,0.434319521024773,"CDK1/IGF1",2
"GO:1903131","BP","GO:1903131","mononuclear cell differentiation","4/117","433/18800",0.283718690071256,0.511582868189208,0.434375230430243,"HMGB3/PIR/POU2AF1/XBP1",4
"GO:0010524","BP","GO:0010524","positive regulation of calcium ion transport into cytosol","1/117","54/18800",0.286513313721172,0.514605863961637,0.43694199833216,"CAV1",1
"GO:0051155","BP","GO:0051155","positive regulation of striated muscle cell differentiation","1/117","54/18800",0.286513313721172,0.514605863961637,0.43694199833216,"IGF1",1
"GO:0086002","BP","GO:0086002","cardiac muscle cell action potential involved in contraction","1/117","54/18800",0.286513313721172,0.514605863961637,0.43694199833216,"CAV1",1
"GO:1903202","BP","GO:1903202","negative regulation of oxidative stress-induced cell death","1/117","54/18800",0.286513313721172,0.514605863961637,0.43694199833216,"PYCR1",1
"GO:0051099","BP","GO:0051099","positive regulation of binding","2/117","171/18800",0.288012029480928,0.516793514887318,0.438799490898921,"CAV1/IGF1",2
"GO:0032635","BP","GO:0032635","interleukin-6 production","2/117","172/18800",0.290314726486624,0.518055300191178,0.439870848671431,"POU2AF1/XBP1",2
"GO:0032675","BP","GO:0032675","regulation of interleukin-6 production","2/117","172/18800",0.290314726486624,0.518055300191178,0.439870848671431,"POU2AF1/XBP1",2
"GO:0001706","BP","GO:0001706","endoderm formation","1/117","55/18800",0.290966420639695,0.518055300191178,0.439870848671431,"MIXL1",1
"GO:0001954","BP","GO:0001954","positive regulation of cell-matrix adhesion","1/117","55/18800",0.290966420639695,0.518055300191178,0.439870848671431,"CCL25",1
"GO:0043470","BP","GO:0043470","regulation of carbohydrate catabolic process","1/117","55/18800",0.290966420639695,0.518055300191178,0.439870848671431,"IGF1",1
"GO:0045620","BP","GO:0045620","negative regulation of lymphocyte differentiation","1/117","55/18800",0.290966420639695,0.518055300191178,0.439870848671431,"HMGB3",1
"GO:1902991","BP","GO:1902991","regulation of amyloid precursor protein catabolic process","1/117","55/18800",0.290966420639695,0.518055300191178,0.439870848671431,"IGF1",1
"GO:1904645","BP","GO:1904645","response to amyloid-beta","1/117","55/18800",0.290966420639695,0.518055300191178,0.439870848671431,"IGF1",1
"GO:0007259","BP","GO:0007259","receptor signaling pathway via JAK-STAT","2/117","173/18800",0.292616590718746,0.518908986032304,0.44059569699418,"CAV1/IGF1",2
"GO:0048771","BP","GO:0048771","tissue remodeling","2/117","174/18800",0.294917543931528,0.518908986032304,0.44059569699418,"CAV1/CD38",2
"GO:0070646","BP","GO:0070646","protein modification by small protein removal","2/117","174/18800",0.294917543931528,0.518908986032304,0.44059569699418,"CDK1/UCHL1",2
"GO:0001836","BP","GO:0001836","release of cytochrome c from mitochondria","1/117","56/18800",0.295391970321485,0.518908986032304,0.44059569699418,"IGF1",1
"GO:0010332","BP","GO:0010332","response to gamma radiation","1/117","56/18800",0.295391970321485,0.518908986032304,0.44059569699418,"RAD51",1
"GO:0010676","BP","GO:0010676","positive regulation of cellular carbohydrate metabolic process","1/117","56/18800",0.295391970321485,0.518908986032304,0.44059569699418,"IGF1",1
"GO:0030166","BP","GO:0030166","proteoglycan biosynthetic process","1/117","56/18800",0.295391970321485,0.518908986032304,0.44059569699418,"IGF1",1
"GO:0031529","BP","GO:0031529","ruffle organization","1/117","56/18800",0.295391970321485,0.518908986032304,0.44059569699418,"CAV1",1
"GO:0034205","BP","GO:0034205","amyloid-beta formation","1/117","56/18800",0.295391970321485,0.518908986032304,0.44059569699418,"IGF1",1
"GO:0043331","BP","GO:0043331","response to dsRNA","1/117","56/18800",0.295391970321485,0.518908986032304,0.44059569699418,"CAV1",1
"GO:0043903","BP","GO:0043903","regulation of biological process involved in symbiotic interaction","1/117","56/18800",0.295391970321485,0.518908986032304,0.44059569699418,"CAV1",1
"GO:0045806","BP","GO:0045806","negative regulation of endocytosis","1/117","56/18800",0.295391970321485,0.518908986032304,0.44059569699418,"CAV1",1
"GO:0048016","BP","GO:0048016","inositol phosphate-mediated signaling","1/117","56/18800",0.295391970321485,0.518908986032304,0.44059569699418,"IGF1",1
"GO:0061756","BP","GO:0061756","leukocyte adhesion to vascular endothelial cell","1/117","56/18800",0.295391970321485,0.518908986032304,0.44059569699418,"CCL25",1
"GO:0035265","BP","GO:0035265","organ growth","2/117","175/18800",0.297217508868474,0.520673238409838,0.442093689950318,"CDK1/IGF1",2
"GO:0050673","BP","GO:0050673","epithelial cell proliferation","4/117","443/18800",0.297659195219131,0.520673238409838,0.442093689950318,"CAV1/EAF2/IGF1/XBP1",4
"GO:0032768","BP","GO:0032768","regulation of monooxygenase activity","1/117","57/18800",0.299790131838364,0.520673238409838,0.442093689950318,"CAV1",1
"GO:0042306","BP","GO:0042306","regulation of protein import into nucleus","1/117","57/18800",0.299790131838364,0.520673238409838,0.442093689950318,"CDK1",1
"GO:0043388","BP","GO:0043388","positive regulation of DNA binding","1/117","57/18800",0.299790131838364,0.520673238409838,0.442093689950318,"IGF1",1
"GO:0051289","BP","GO:0051289","protein homotetramerization","1/117","57/18800",0.299790131838364,0.520673238409838,0.442093689950318,"TK1",1
"GO:0070228","BP","GO:0070228","regulation of lymphocyte apoptotic process","1/117","57/18800",0.299790131838364,0.520673238409838,0.442093689950318,"AURKB",1
"GO:0070534","BP","GO:0070534","protein K63-linked ubiquitination","1/117","57/18800",0.299790131838364,0.520673238409838,0.442093689950318,"UBE2T",1
"GO:0098781","BP","GO:0098781","ncRNA transcription","1/117","57/18800",0.299790131838364,0.520673238409838,0.442093689950318,"ELL2",1
"GO:0098900","BP","GO:0098900","regulation of action potential","1/117","57/18800",0.299790131838364,0.520673238409838,0.442093689950318,"CAV1",1
"GO:2000142","BP","GO:2000142","regulation of DNA-templated transcription, initiation","1/117","57/18800",0.299790131838364,0.520673238409838,0.442093689950318,"SUB1",1
"GO:2001258","BP","GO:2001258","negative regulation of cation channel activity","1/117","57/18800",0.299790131838364,0.520673238409838,0.442093689950318,"CAV1",1
"GO:0001659","BP","GO:0001659","temperature homeostasis","2/117","177/18800",0.301814169780719,0.521864432267895,0.443105109876111,"CAV1/SCD",2
"GO:0048015","BP","GO:0048015","phosphatidylinositol-mediated signaling","2/117","177/18800",0.301814169780719,0.521864432267895,0.443105109876111,"CEP55/IGF1",2
"GO:0052126","BP","GO:0052126","movement in host environment","2/117","177/18800",0.301814169780719,0.521864432267895,0.443105109876111,"CAV1/CDK1",2
"GO:0045785","BP","GO:0045785","positive regulation of cell adhesion","4/117","446/18800",0.301859250135892,0.521864432267895,0.443105109876111,"CAV1/CCL25/IGF1/XBP1",4
"GO:0071496","BP","GO:0071496","cellular response to external stimulus","3/117","309/18800",0.302241109542678,0.521864432267895,0.443105109876111,"BHLHA15/CHEK1/XBP1",3
"GO:1904951","BP","GO:1904951","positive regulation of establishment of protein localization","3/117","309/18800",0.302241109542678,0.521864432267895,0.443105109876111,"CD38/CDK1/IGF1",3
"GO:0006695","BP","GO:0006695","cholesterol biosynthetic process","1/117","58/18800",0.304161073233814,0.521864432267895,0.443105109876111,"DHCR24",1
"GO:0050732","BP","GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","1/117","58/18800",0.304161073233814,0.521864432267895,0.443105109876111,"CAV1",1
"GO:0060038","BP","GO:0060038","cardiac muscle cell proliferation","1/117","58/18800",0.304161073233814,0.521864432267895,0.443105109876111,"CDK1",1
"GO:0071709","BP","GO:0071709","membrane assembly","1/117","58/18800",0.304161073233814,0.521864432267895,0.443105109876111,"CAV1",1
"GO:0086065","BP","GO:0086065","cell communication involved in cardiac conduction","1/117","58/18800",0.304161073233814,0.521864432267895,0.443105109876111,"CAV1",1
"GO:0090303","BP","GO:0090303","positive regulation of wound healing","1/117","58/18800",0.304161073233814,0.521864432267895,0.443105109876111,"XBP1",1
"GO:1902653","BP","GO:1902653","secondary alcohol biosynthetic process","1/117","58/18800",0.304161073233814,0.521864432267895,0.443105109876111,"DHCR24",1
"GO:0031331","BP","GO:0031331","positive regulation of cellular catabolic process","4/117","449/18800",0.306066537402293,0.524644781524788,0.445465851261791,"CAV1/CDC20/HERPUD1/IGF1",4
"GO:0035065","BP","GO:0035065","regulation of histone acetylation","1/117","59/18800",0.308504961529174,0.527351563765283,0.447764128300663,"CHEK1",1
"GO:0043666","BP","GO:0043666","regulation of phosphoprotein phosphatase activity","1/117","59/18800",0.308504961529174,0.527351563765283,0.447764128300663,"HSP90B1",1
"GO:0046686","BP","GO:0046686","response to cadmium ion","1/117","59/18800",0.308504961529174,0.527351563765283,0.447764128300663,"CDK1",1
"GO:0016055","BP","GO:0016055","Wnt signaling pathway","4/117","452/18800",0.310280484628389,0.529636354520831,0.449704100439369,"CAV1/CCNE1/DEPDC1B/SDC1",4
"GO:0051604","BP","GO:0051604","protein maturation","3/117","314/18800",0.310749582275811,0.529636354520831,0.449704100439369,"CHAC1/DHCR24/SPCS2",3
"GO:0045619","BP","GO:0045619","regulation of lymphocyte differentiation","2/117","181/18800",0.310992340704519,0.529636354520831,0.449704100439369,"HMGB3/XBP1",2
"GO:0048017","BP","GO:0048017","inositol lipid-mediated signaling","2/117","181/18800",0.310992340704519,0.529636354520831,0.449704100439369,"CEP55/IGF1",2
"GO:0016447","BP","GO:0016447","somatic recombination of immunoglobulin gene segments","1/117","60/18800",0.312821962729809,0.529767365890464,0.449815339688007,"EXO1",1
"GO:0019731","BP","GO:0019731","antibacterial humoral response","1/117","60/18800",0.312821962729809,0.529767365890464,0.449815339688007,"JCHAIN",1
"GO:0046324","BP","GO:0046324","regulation of glucose import","1/117","60/18800",0.312821962729809,0.529767365890464,0.449815339688007,"IGF1",1
"GO:0046824","BP","GO:0046824","positive regulation of nucleocytoplasmic transport","1/117","60/18800",0.312821962729809,0.529767365890464,0.449815339688007,"CDK1",1
"GO:0051205","BP","GO:0051205","protein insertion into membrane","1/117","60/18800",0.312821962729809,0.529767365890464,0.449815339688007,"TRAM2",1
"GO:0198738","BP","GO:0198738","cell-cell signaling by wnt","4/117","454/18800",0.313093202295405,0.529767365890464,0.449815339688007,"CAV1/CCNE1/DEPDC1B/SDC1",4
"GO:0050728","BP","GO:0050728","negative regulation of inflammatory response","2/117","182/18800",0.313283305735178,0.529767365890464,0.449815339688007,"IGF1/PBK",2
"GO:0009101","BP","GO:0009101","glycoprotein biosynthetic process","3/117","316/18800",0.314155650280286,0.529767365890464,0.449815339688007,"DERL3/IGF1/ITM2C",3
"GO:0046394","BP","GO:0046394","carboxylic acid biosynthetic process","3/117","316/18800",0.314155650280286,0.529767365890464,0.449815339688007,"PYCR1/SCD/XBP1",3
"GO:0043405","BP","GO:0043405","regulation of MAP kinase activity","2/117","183/18800",0.315572698975232,0.529767365890464,0.449815339688007,"CAV1/UCHL1",2
"GO:0006605","BP","GO:0006605","protein targeting","3/117","317/18800",0.315859117291066,0.529767365890464,0.449815339688007,"HERPUD1/SPCS2/TRAM2",3
"GO:0019058","BP","GO:0019058","viral life cycle","3/117","317/18800",0.315859117291066,0.529767365890464,0.449815339688007,"CAV1/CDK1/TOP2A",3
"GO:0006874","BP","GO:0006874","cellular calcium ion homeostasis","4/117","456/18800",0.315908460683884,0.529767365890464,0.449815339688007,"CAV1/CD38/HERPUD1/HSP90B1",4
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","4/117","456/18800",0.315908460683884,0.529767365890464,0.449815339688007,"CAV1/CCL25/IGF1/XBP1",4
"GO:0052547","BP","GO:0052547","regulation of peptidase activity","4/117","456/18800",0.315908460683884,0.529767365890464,0.449815339688007,"BIRC5/CAV1/DHCR24/PTTG1",4
"GO:0032387","BP","GO:0032387","negative regulation of intracellular transport","1/117","61/18800",0.317112241831229,0.529767365890464,0.449815339688007,"DERL3",1
"GO:0035306","BP","GO:0035306","positive regulation of dephosphorylation","1/117","61/18800",0.317112241831229,0.529767365890464,0.449815339688007,"CDCA2",1
"GO:0045428","BP","GO:0045428","regulation of nitric oxide biosynthetic process","1/117","61/18800",0.317112241831229,0.529767365890464,0.449815339688007,"CAV1",1
"GO:0048524","BP","GO:0048524","positive regulation of viral process","1/117","61/18800",0.317112241831229,0.529767365890464,0.449815339688007,"TOP2A",1
"GO:1904589","BP","GO:1904589","regulation of protein import","1/117","61/18800",0.317112241831229,0.529767365890464,0.449815339688007,"CDK1",1
"GO:2001244","BP","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","1/117","61/18800",0.317112241831229,0.529767365890464,0.449815339688007,"CAV1",1
"GO:0016053","BP","GO:0016053","organic acid biosynthetic process","3/117","318/18800",0.317562826561474,0.53003913300061,0.450046091944256,"PYCR1/SCD/XBP1",3
"GO:0097696","BP","GO:0097696","receptor signaling pathway via STAT","2/117","184/18800",0.317860451670873,0.530055336527244,0.450059850048863,"CAV1/IGF1",2
"GO:0043030","BP","GO:0043030","regulation of macrophage activation","1/117","62/18800",0.321375962825185,0.533982985163507,0.453394741397871,"SPACA3",1
"GO:0044091","BP","GO:0044091","membrane biogenesis","1/117","62/18800",0.321375962825185,0.533982985163507,0.453394741397871,"CAV1",1
"GO:0046579","BP","GO:0046579","positive regulation of Ras protein signal transduction","1/117","62/18800",0.321375962825185,0.533982985163507,0.453394741397871,"IGF1",1
"GO:0060393","BP","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","1/117","62/18800",0.321375962825185,0.533982985163507,0.453394741397871,"TTK",1
"GO:0015980","BP","GO:0015980","energy derivation by oxidation of organic compounds","3/117","321/18800",0.322675063354774,0.535658062791829,0.454817017779734,"CCNB1/CDK1/IGF1",3
"GO:0009060","BP","GO:0009060","aerobic respiration","2/117","187/18800",0.324713192425826,0.537587218755347,0.456455027217296,"CCNB1/CDK1",2
"GO:0046578","BP","GO:0046578","regulation of Ras protein signal transduction","2/117","187/18800",0.324713192425826,0.537587218755347,0.456455027217296,"FOXM1/IGF1",2
"GO:0051260","BP","GO:0051260","protein homooligomerization","2/117","187/18800",0.324713192425826,0.537587218755347,0.456455027217296,"POLQ/TK1",2
"GO:0045453","BP","GO:0045453","bone resorption","1/117","63/18800",0.325613288705719,0.538109573166274,0.456898548358682,"CD38",1
"GO:0071806","BP","GO:0071806","protein transmembrane transport","1/117","63/18800",0.325613288705719,0.538109573166274,0.456898548358682,"TRAM2",1
"GO:0031345","BP","GO:0031345","negative regulation of cell projection organization","2/117","188/18800",0.32699371331076,0.539906211843148,0.458424039902269,"CD38/ITM2C",2
"GO:0009116","BP","GO:0009116","nucleoside metabolic process","1/117","64/18800",0.329824381475182,0.540700522079974,0.459098473534842,"TK1",1
"GO:0016073","BP","GO:0016073","snRNA metabolic process","1/117","64/18800",0.329824381475182,0.540700522079974,0.459098473534842,"ELL2",1
"GO:0031638","BP","GO:0031638","zymogen activation","1/117","64/18800",0.329824381475182,0.540700522079974,0.459098473534842,"DHCR24",1
"GO:0032507","BP","GO:0032507","maintenance of protein location in cell","1/117","64/18800",0.329824381475182,0.540700522079974,0.459098473534842,"CAV1",1
"GO:0040014","BP","GO:0040014","regulation of multicellular organism growth","1/117","64/18800",0.329824381475182,0.540700522079974,0.459098473534842,"IGF1",1
"GO:0045995","BP","GO:0045995","regulation of embryonic development","1/117","64/18800",0.329824381475182,0.540700522079974,0.459098473534842,"CDK1",1
"GO:0048247","BP","GO:0048247","lymphocyte chemotaxis","1/117","64/18800",0.329824381475182,0.540700522079974,0.459098473534842,"CCL25",1
"GO:0080164","BP","GO:0080164","regulation of nitric oxide metabolic process","1/117","64/18800",0.329824381475182,0.540700522079974,0.459098473534842,"CAV1",1
"GO:0055074","BP","GO:0055074","calcium ion homeostasis","4/117","468/18800",0.332844146422423,0.543688160352383,0.461635220059629,"CAV1/CD38/HERPUD1/HSP90B1",4
"GO:0051701","BP","GO:0051701","biological process involved in interaction with host","2/117","191/18800",0.333823197196756,0.543688160352383,0.461635220059629,"CAV1/CDK1",2
"GO:0006749","BP","GO:0006749","glutathione metabolic process","1/117","65/18800",0.334009402150215,0.543688160352383,0.461635220059629,"CHAC1",1
"GO:0006940","BP","GO:0006940","regulation of smooth muscle contraction","1/117","65/18800",0.334009402150215,0.543688160352383,0.461635220059629,"CAV1",1
"GO:0014823","BP","GO:0014823","response to activity","1/117","65/18800",0.334009402150215,0.543688160352383,0.461635220059629,"CDK1",1
"GO:0016126","BP","GO:0016126","sterol biosynthetic process","1/117","65/18800",0.334009402150215,0.543688160352383,0.461635220059629,"DHCR24",1
"GO:0070613","BP","GO:0070613","regulation of protein processing","1/117","65/18800",0.334009402150215,0.543688160352383,0.461635220059629,"CHAC1",1
"GO:1903051","BP","GO:1903051","negative regulation of proteolysis involved in cellular protein catabolic process","1/117","65/18800",0.334009402150215,0.543688160352383,0.461635220059629,"PBK",1
"GO:0048839","BP","GO:0048839","inner ear development","2/117","192/18800",0.336095456837929,0.546600473532357,0.464108009488865,"CCNA2/MCM2",2
"GO:0006303","BP","GO:0006303","double-strand break repair via nonhomologous end joining","1/117","66/18800",0.338168510767691,0.547390930995763,0.464779171805202,"POLQ",1
"GO:0030193","BP","GO:0030193","regulation of blood coagulation","1/117","66/18800",0.338168510767691,0.547390930995763,0.464779171805202,"CAV1",1
"GO:0050435","BP","GO:0050435","amyloid-beta metabolic process","1/117","66/18800",0.338168510767691,0.547390930995763,0.464779171805202,"IGF1",1
"GO:0060389","BP","GO:0060389","pathway-restricted SMAD protein phosphorylation","1/117","66/18800",0.338168510767691,0.547390930995763,0.464779171805202,"TTK",1
"GO:0070265","BP","GO:0070265","necrotic cell death","1/117","66/18800",0.338168510767691,0.547390930995763,0.464779171805202,"CAV1",1
"GO:0002695","BP","GO:0002695","negative regulation of leukocyte activation","2/117","193/18800",0.338365496726332,0.547390930995763,0.464779171805202,"HMGB3/TNFRSF13B",2
"GO:0032386","BP","GO:0032386","regulation of intracellular transport","3/117","332/18800",0.341421207896767,0.549893312412875,0.466903896013676,"CDK1/DERL3/SPAG5",3
"GO:0062197","BP","GO:0062197","cellular response to chemical stress","3/117","332/18800",0.341421207896767,0.549893312412875,0.466903896013676,"CAV1/CDK1/PYCR1",3
"GO:0032024","BP","GO:0032024","positive regulation of insulin secretion","1/117","67/18800",0.342301866390633,0.549893312412875,0.466903896013676,"CD38",1
"GO:0033692","BP","GO:0033692","cellular polysaccharide biosynthetic process","1/117","67/18800",0.342301866390633,0.549893312412875,0.466903896013676,"IGF1",1
"GO:0042531","BP","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","1/117","67/18800",0.342301866390633,0.549893312412875,0.466903896013676,"IGF1",1
"GO:0045600","BP","GO:0045600","positive regulation of fat cell differentiation","1/117","67/18800",0.342301866390633,0.549893312412875,0.466903896013676,"XBP1",1
"GO:0055002","BP","GO:0055002","striated muscle cell development","1/117","67/18800",0.342301866390633,0.549893312412875,0.466903896013676,"SDC1",1
"GO:1901016","BP","GO:1901016","regulation of potassium ion transmembrane transporter activity","1/117","67/18800",0.342301866390633,0.549893312412875,0.466903896013676,"CAV1",1
"GO:0051495","BP","GO:0051495","positive regulation of cytoskeleton organization","2/117","195/18800",0.342898677633228,0.550371809522905,0.46731017875955,"PLK4/SPAG5",2
"GO:0007517","BP","GO:0007517","muscle organ development","3/117","334/18800",0.344827539664353,0.550917254044643,0.467773305272475,"CAV1/IGF1/XBP1",3
"GO:0009566","BP","GO:0009566","fertilization","2/117","196/18800",0.345161700889761,0.550917254044643,0.467773305272475,"CDK1/SPACA3",2
"GO:0042594","BP","GO:0042594","response to starvation","2/117","196/18800",0.345161700889761,0.550917254044643,0.467773305272475,"BHLHA15/XBP1",2
"GO:0043393","BP","GO:0043393","regulation of protein binding","2/117","196/18800",0.345161700889761,0.550917254044643,0.467773305272475,"AURKB/CAV1",2
"GO:0010611","BP","GO:0010611","regulation of cardiac muscle hypertrophy","1/117","68/18800",0.346409627114077,0.550917254044643,0.467773305272475,"IGF1",1
"GO:0043627","BP","GO:0043627","response to estrogen","1/117","68/18800",0.346409627114077,0.550917254044643,0.467773305272475,"CAV1",1
"GO:0046626","BP","GO:0046626","regulation of insulin receptor signaling pathway","1/117","68/18800",0.346409627114077,0.550917254044643,0.467773305272475,"MZB1",1
"GO:1900046","BP","GO:1900046","regulation of hemostasis","1/117","68/18800",0.346409627114077,0.550917254044643,0.467773305272475,"CAV1",1
"GO:1903317","BP","GO:1903317","regulation of protein maturation","1/117","68/18800",0.346409627114077,0.550917254044643,0.467773305272475,"CHAC1",1
"GO:2000756","BP","GO:2000756","regulation of peptidyl-lysine acetylation","1/117","68/18800",0.346409627114077,0.550917254044643,0.467773305272475,"CHEK1",1
"GO:0070371","BP","GO:0070371","ERK1 and ERK2 cascade","3/117","335/18800",0.346530244532155,0.550917254044643,0.467773305272475,"CCL25/CDK1/IGF1",3
"GO:0030705","BP","GO:0030705","cytoskeleton-dependent intracellular transport","2/117","197/18800",0.347422268854203,0.551858841208446,0.46857278892738,"KIF4A/UCHL1",2
"GO:0032388","BP","GO:0032388","positive regulation of intracellular transport","2/117","198/18800",0.349680324654877,0.553392521509924,0.469875007542947,"CDK1/SPAG5",2
"GO:0032872","BP","GO:0032872","regulation of stress-activated MAPK cascade","2/117","198/18800",0.349680324654877,0.553392521509924,0.469875007542947,"FOXM1/PBK",2
"GO:0048167","BP","GO:0048167","regulation of synaptic plasticity","2/117","198/18800",0.349680324654877,0.553392521509924,0.469875007542947,"CD38/CDC20",2
"GO:0099111","BP","GO:0099111","microtubule-based transport","2/117","198/18800",0.349680324654877,0.553392521509924,0.469875007542947,"KIF4A/UCHL1",2
"GO:0009988","BP","GO:0009988","cell-cell recognition","1/117","69/18800",0.350491950070924,0.553392521509924,0.469875007542947,"SPACA3",1
"GO:0032370","BP","GO:0032370","positive regulation of lipid transport","1/117","69/18800",0.350491950070924,0.553392521509924,0.469875007542947,"DENND5B",1
"GO:0033344","BP","GO:0033344","cholesterol efflux","1/117","69/18800",0.350491950070924,0.553392521509924,0.469875007542947,"CAV1",1
"GO:0002548","BP","GO:0002548","monocyte chemotaxis","1/117","70/18800",0.354548991437733,0.555510377222866,0.471673238329258,"CCL25",1
"GO:0002562","BP","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","1/117","70/18800",0.354548991437733,0.555510377222866,0.471673238329258,"EXO1",1
"GO:0006487","BP","GO:0006487","protein N-linked glycosylation","1/117","70/18800",0.354548991437733,0.555510377222866,0.471673238329258,"DERL3",1
"GO:0016444","BP","GO:0016444","somatic cell DNA recombination","1/117","70/18800",0.354548991437733,0.555510377222866,0.471673238329258,"EXO1",1
"GO:0045911","BP","GO:0045911","positive regulation of DNA recombination","1/117","70/18800",0.354548991437733,0.555510377222866,0.471673238329258,"RAD51AP1",1
"GO:0051057","BP","GO:0051057","positive regulation of small GTPase mediated signal transduction","1/117","70/18800",0.354548991437733,0.555510377222866,0.471673238329258,"IGF1",1
"GO:0071260","BP","GO:0071260","cellular response to mechanical stimulus","1/117","70/18800",0.354548991437733,0.555510377222866,0.471673238329258,"CHEK1",1
"GO:1901607","BP","GO:1901607","alpha-amino acid biosynthetic process","1/117","70/18800",0.354548991437733,0.555510377222866,0.471673238329258,"PYCR1",1
"GO:1904888","BP","GO:1904888","cranial skeletal system development","1/117","70/18800",0.354548991437733,0.555510377222866,0.471673238329258,"CEP55",1
"GO:0070302","BP","GO:0070302","regulation of stress-activated protein kinase signaling cascade","2/117","201/18800",0.356438862163828,0.557720868476166,0.473550124181427,"FOXM1/PBK",2
"GO:0001933","BP","GO:0001933","negative regulation of protein phosphorylation","3/117","341/18800",0.356738071296732,0.557720868476166,0.473550124181427,"CAV1/PBK/UCHL1",3
"GO:0050863","BP","GO:0050863","regulation of T cell activation","3/117","342/18800",0.358437691429714,0.557720868476166,0.473550124181427,"CAV1/IGF1/XBP1",3
"GO:0014743","BP","GO:0014743","regulation of muscle hypertrophy","1/117","71/18800",0.358580906440498,0.557720868476166,0.473550124181427,"IGF1",1
"GO:0050766","BP","GO:0050766","positive regulation of phagocytosis","1/117","71/18800",0.358580906440498,0.557720868476166,0.473550124181427,"SPACA3",1
"GO:0050805","BP","GO:0050805","negative regulation of synaptic transmission","1/117","71/18800",0.358580906440498,0.557720868476166,0.473550124181427,"CD38",1
"GO:0050818","BP","GO:0050818","regulation of coagulation","1/117","71/18800",0.358580906440498,0.557720868476166,0.473550124181427,"CAV1",1
"GO:0051881","BP","GO:0051881","regulation of mitochondrial membrane potential","1/117","71/18800",0.358580906440498,0.557720868476166,0.473550124181427,"PYCR1",1
"GO:0019722","BP","GO:0019722","calcium-mediated signaling","2/117","202/18800",0.358686316282336,0.557720868476166,0.473550124181427,"BHLHA15/IGF1",2
"GO:0002064","BP","GO:0002064","epithelial cell development","2/117","203/18800",0.360930985581132,0.560264708646597,0.475710050224533,"SDC1/TYMS",2
"GO:1901605","BP","GO:1901605","alpha-amino acid metabolic process","2/117","203/18800",0.360930985581132,0.560264708646597,0.475710050224533,"GLDC/PYCR1",2
"GO:0014855","BP","GO:0014855","striated muscle cell proliferation","1/117","72/18800",0.362587849360379,0.560473745316926,0.475887539263921,"CDK1",1
"GO:0042246","BP","GO:0042246","tissue regeneration","1/117","72/18800",0.362587849360379,0.560473745316926,0.475887539263921,"IGF1",1
"GO:0043966","BP","GO:0043966","histone H3 acetylation","1/117","72/18800",0.362587849360379,0.560473745316926,0.475887539263921,"CHEK1",1
"GO:1901880","BP","GO:1901880","negative regulation of protein depolymerization","1/117","72/18800",0.362587849360379,0.560473745316926,0.475887539263921,"TPX2",1
"GO:1903036","BP","GO:1903036","positive regulation of response to wounding","1/117","72/18800",0.362587849360379,0.560473745316926,0.475887539263921,"XBP1",1
"GO:0043281","BP","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","2/117","204/18800",0.363172817817996,0.560907011411855,0.47625541721982,"BIRC5/DHCR24",2
"GO:0031497","BP","GO:0031497","chromatin assembly","2/117","205/18800",0.365411761496804,0.562848474800709,0.477903876656881,"HJURP/MCM2",2
"GO:0032869","BP","GO:0032869","cellular response to insulin stimulus","2/117","205/18800",0.365411761496804,0.562848474800709,0.477903876656881,"MZB1/XBP1",2
"GO:0002381","BP","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","1/117","73/18800",0.366569973539408,0.562848474800709,0.477903876656881,"EXO1",1
